what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1302087917377
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1302087917377
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1302087917378
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1302087917379
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1302087917379
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1302087917380
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1302087917380
os,sysinfo,,,"linux",1302087917384
arch,sysinfo,,,"x86_64",1302087917384
ws,sysinfo,,,"gtk",1302087917384
locale,sysinfo,,,"en_US",1302087917384
processors,sysinfo,,,"2",1302087917384
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1302087917384
java.runtime.version,sysinfo,,,"1.6.0_20-b20",1302087917384
java.specification.name,sysinfo,,,"Java Platform API Specification",1302087917384
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302087917384
java.specification.version,sysinfo,,,"1.6",1302087917384
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1302087917384
java.version,sysinfo,,,"1.6.0_20",1302087917384
java.vm.info,sysinfo,,,"mixed mode",1302087917385
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1302087917385
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1302087917385
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302087917385
java.vm.specification.version,sysinfo,,,"1.0",1302087917385
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1302087917385
java.vm.version,sysinfo,,,"19.0-b09",1302087917385
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1302087926921
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1302087926985
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1302087926991
started,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1302087927011
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1302087927200
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1302087928404
started,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1302087928426
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1302087928428
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1302087928430
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1302087928462
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302087934426
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302087935095
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302087937348
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088057102
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088059888
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088062549
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088064963
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088197319
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088198989
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088199438
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088200860
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088241625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088242508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088244140
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088245388
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088348427
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088359960
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088372372
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088372955
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088374468
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088375197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088430268
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088433852
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088435397
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088436003
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088453843
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1302088458805
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088459009
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088473079
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088476436
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088488834
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302088492372
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1302088498498
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088505361
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1302088516208
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302088516208
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088516261
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088524167
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088538955
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1302088539144
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1302088539252
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302088540529
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1302088542126
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302088548652
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302088558055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088565196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088581229
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302088583978
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302088602093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088605676
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088605833
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088605898
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088607129
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088611183
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088611365
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088611411
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088613354
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302088614434
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088633090
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088633289
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088637969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088638133
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088653121
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088712461
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088714597
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088907236
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088909203
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088911923
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1302088911981
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088956351
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088963495
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302088963537
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088972931
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302089331095
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302089333015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302093878151
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302093879470
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302095756474
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1302095759186
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302095759271
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.exit",1302095759508
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1302095759596
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1302095759598
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1302095759599
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1302095759600
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1302095759602
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1302095759603
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201102110609,"org.eclipse.cdt.gdb.ui",1302095759604
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1302095759604
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1302095759605
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1302095759606
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1302095759607
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1302095759607
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1302095759608
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1302095759608
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1302095759608
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1302095759609
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1302095759610
stopped,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1302095759610
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1302095759611
stopped,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1302095759623
stopped,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1302095759624
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1302095759625
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1302095759631
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1302095759632
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1302095759632
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1302095759633
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1302095759633
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1302095759634
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1302095759635
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1302095759636
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1302095759636
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1302095759637
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1302095759638
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1302095759639
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1302095759640
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1302095759640
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1302095759640
stopped,bundle,org.eclipse.cdt.debug.ui.memory.transport,2.1.0.201102110609,"org.eclipse.cdt.debug.ui.memory.transport",1302095759641
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1302095759642
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1302095759647
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1302095759648
stopped,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1302095759648
stopped,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1302095759648
stopped,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1302095759649
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1302095759649
stopped,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1302095759649
activated,perspective,,,"<C/C++>",1302901728023
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1302901728024
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1302901728025
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1302901728025
started,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1302901728025
started,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1302901728025
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1302901728026
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1302901728027
started,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1302901728027
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1302901728027
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1302901728027
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1302901728028
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1302901728028
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1302901728029
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1302901728029
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1302901728030
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1302901728030
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1302901728031
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1302901728031
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1302901728031
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1302901728032
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1302901728032
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1302901728033
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1302901728033
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1302901728033
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1302901728034
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1302901728034
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1302901728034
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1302901728035
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1302901728036
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1302901728036
started,bundle,org.eclipse.equinox.p2.director,2.0.3.R36x_v20101117-1018,"org.eclipse.equinox.p2.director",1302901728037
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1302901728037
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1302901728037
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1302901728038
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1302901728038
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1302901728039
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1302901728039
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1302901728040
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1302901728040
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1302901728041
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1302901728041
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1302901728042
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1302901728042
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1302901728043
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1302901728043
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1302901728044
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1302901728044
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1302901728045
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1302901728045
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1302901728046
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1302901728046
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1302901728047
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1302901728047
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1302901728047
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1302901728051
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1302901728054
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1302901728054
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1302901728055
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1302901728055
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1302901728056
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1302901728056
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1302901728057
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1302901728057
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1302901728058
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1302901728058
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1302901728059
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1302901728060
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1302901728061
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1302901728062
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1302901728062
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1302901728062
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1302901728063
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1302901728064
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1302901728064
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1302901728065
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1302901728065
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1302901728065
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1302901728066
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1302901728067
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1302901728067
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1302901728069
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1302901728069
os,sysinfo,,,"linux",1302901728073
arch,sysinfo,,,"x86_64",1302901728073
ws,sysinfo,,,"gtk",1302901728073
locale,sysinfo,,,"en_US",1302901728073
processors,sysinfo,,,"2",1302901728074
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1302901728074
java.runtime.version,sysinfo,,,"1.6.0_20-b20",1302901728074
java.specification.name,sysinfo,,,"Java Platform API Specification",1302901728074
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302901728074
java.specification.version,sysinfo,,,"1.6",1302901728074
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1302901728074
java.version,sysinfo,,,"1.6.0_20",1302901728074
java.vm.info,sysinfo,,,"mixed mode",1302901728074
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1302901728074
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1302901728074
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302901728074
java.vm.specification.version,sysinfo,,,"1.0",1302901728074
